phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
4058753,0,0,0,207.6,96,35.29,229,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0
4099911,0,1,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1
3944260,0,0,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,0
3809063,0,0,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0
3954509,0,0,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7,6,1.89,0,0
4016671,0,1,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0
4057204,0,1,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0
3295377,0,0,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0,0
4089572,0,1,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0
3809879,0,0,0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0
3849243,0,0,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0
4045597,0,0,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0
3597521,0,0,0,251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,0
3274795,0,0,0,230.4,117,39.17,225,101,19.13,198.5,111,8.93,7.6,6,2.05,3,0
3387955,0,0,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0
3796970,0,0,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1
3517807,0,0,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0
3429394,0,1,38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1,0
3846264,0,0,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0
3524534,0,0,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0
3784617,0,0,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,0
3649567,0,1,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0
3715875,0,1,23,224,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0
3836489,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0
3457117,0,0,0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,2,0
3843902,0,0,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0
3862759,0,0,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,0
3561270,0,1,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,0
3791336,0,1,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0
3547201,0,0,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0
4045057,0,1,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0
4078012,1,0,0,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0
3326139,1,1,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,1
3281373,0,0,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,0
4116501,0,0,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0
3298056,0,1,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2,0,0
4154564,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1
3296192,0,1,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,0
3843904,0,1,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0
3731028,0,0,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0
3691220,0,0,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0
3599369,0,0,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0
4153016,0,1,34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,13.2,7,3.56,1,0
4147090,1,1,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1
3502250,1,0,0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,0
3839355,0,0,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0
4173257,0,0,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,0
3368010,0,1,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,0
3547718,0,1,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0
3584412,0,1,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12,4,3.24,1,0
3688972,0,0,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0
4079841,0,0,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,0
3935208,0,0,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,0
3322889,0,0,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1
3745530,0,0,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0
3323381,0,0,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0
3449347,0,0,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,0
4121991,0,0,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,1
3934528,0,1,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,0
3472378,0,0,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0
3852699,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,0
3834319,0,1,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,0
3527915,0,0,0,134.9,59,22.93,156,152,13.26,197.5,112,8.89,10.2,5,2.75,1,0
3755547,0,0,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1,0
3372348,0,1,41,215.5,95,36.64,241.8,92,20.55,147,108,6.61,9.6,3,2.59,1,0
3428702,0,0,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,0
3935802,0,0,0,178.7,114,30.38,271,96,23.04,245.9,94,11.07,16.4,5,4.43,2,0
3842219,0,0,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,0
3476164,0,0,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13,1,3.51,1,0
3769940,0,0,0,147.1,105,25.01,200,135,17,234.9,65,10.57,12.5,9,3.38,3,0
3544352,0,0,0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1,0
3318713,0,0,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,0
3413663,0,1,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,0
3764665,0,0,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,0
4219034,0,0,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,0
4015169,0,0,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,0
3708262,0,1,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,0
3872041,0,0,0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,0,0,0,2,0
3564146,0,0,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,0
3728883,0,0,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5,1
3361880,0,1,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,0
3475843,1,0,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,0
3708023,0,0,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,0
4179814,0,0,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,0
3873422,0,1,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,0
3651664,0,0,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,0
3672436,0,0,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,0
3446258,0,0,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,0
3538928,0,0,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,0
3657784,0,0,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
3302635,1,0,0,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0,1
3443131,0,0,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,0
3784294,0,0,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,0
3439365,0,0,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,0
3625579,0,0,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,0
3667616,0,0,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,0
3972870,0,0,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,0
4083262,0,0,0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1
3729091,0,0,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1,0
4103159,0,0,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1
3445181,0,0,0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0,1
3968662,0,0,0,215.6,86,36.65,167.8,59,14.26,207,67,9.32,6.4,8,1.73,3,0
3396446,0,0,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14,7,3.78,1,0
3847236,1,1,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,1
3535257,0,1,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,0
3697295,0,0,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,0
4085322,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,1
3449620,0,1,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0
3298436,0,0,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,0
4146739,0,0,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,0
4061730,0,0,0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2,0
3369327,0,0,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,0
3787418,0,1,21,153.2,112,26.04,263.3,110,22.38,135,85,6.08,11.9,7,3.21,1,0
4126019,1,0,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,0
3904789,0,0,0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,0
3869774,0,0,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,0
3538970,0,0,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,0
4105370,0,0,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6,0
4044421,0,0,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,0
4093353,0,0,0,182.2,101,30.97,212.3,95,18.05,233,123,10.49,9.3,4,2.51,2,0
4222571,0,0,0,113,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,0
4123404,0,0,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,0
3332964,0,0,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,0
4066669,0,1,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,0
4098802,0,0,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1,0
3546183,0,1,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,0
3542434,0,0,0,208,69,35.36,95.1,94,8.08,178.5,129,8.03,8,11,2.16,1,0
3897620,0,0,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,0
3381724,0,0,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0
3991750,0,0,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,0
3548914,0,0,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,0
4092983,0,0,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,1
3299689,1,0,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,0
3378950,0,0,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0
3741836,0,1,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0
3599454,0,0,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,0
3789542,0,0,0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1,1
3441970,0,0,0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1
4172774,0,0,0,146,121,24.82,203,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0
3339002,0,0,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1
3698576,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3,2,0
3726920,0,0,0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0
3336575,0,0,0,193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0
4101190,0,0,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0
3761641,0,0,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0
3296731,0,0,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1
3933976,0,0,0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0
3887355,0,0,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0
4127791,0,0,0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3,0
3686111,0,0,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0
4019420,0,0,0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,2,3.08,1,0
3525750,0,0,0,212,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0
4173702,0,1,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12,9,3.24,2,0
3535714,0,0,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,0
4099494,0,1,30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3,0
3951901,0,0,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1
3788342,0,0,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0
4176044,0,0,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0
3481163,1,0,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,1
3374600,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1
3555922,0,0,0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,0
3695810,0,0,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,0
3408291,0,0,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0
3547397,0,0,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1
4077464,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0
3866411,0,1,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,0
3973746,1,0,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1
4105236,0,1,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,0
4092412,0,0,0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,0
4007280,0,1,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0
3325820,0,0,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1
3734483,0,0,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0
3476717,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0
3802929,0,1,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,0
4207692,0,1,37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0
3806437,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0
3778309,0,0,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0
4072718,0,0,0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0
3571938,1,0,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1
3813735,0,0,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,0
4098453,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,0
3956758,0,0,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2,0
3995424,1,1,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0
4094671,1,1,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3,1
3746525,0,0,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,0
4068665,0,1,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0
3427716,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0
4172221,0,0,0,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,0
3765213,0,0,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1
3487448,0,0,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,2,0
3288179,0,1,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,0
3894602,0,0,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0
4132238,0,0,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,0
4023370,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1
3486008,0,0,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,0
3715655,0,1,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,0
3745224,0,1,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,0
3711187,0,0,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0
3371100,0,0,0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0
4218141,0,0,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7,1,0
4062678,0,0,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62,2,0
4159649,0,0,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0
3648128,0,0,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0
3567817,0,1,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,0
4046357,0,1,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0
3982138,1,1,39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1,0
3788029,1,1,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1,0
3864215,0,0,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,0
3678156,0,0,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0
3828079,1,0,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1
3542985,0,0,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,0
3736922,0,0,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1
3977125,0,1,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,0
3336296,0,0,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,0
3656022,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,0
3651688,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0
3824872,0,0,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0
3676136,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0
4043592,0,0,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,0
4152949,0,0,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1,0
3758880,0,0,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0
3356832,0,0,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0
3618367,0,0,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0
4082002,0,0,0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0
3478659,0,0,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1
3762922,0,0,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0
3822182,1,0,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
4082089,0,0,0,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2,0
3696890,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
3472951,1,0,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,0
4206324,1,0,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1
4027650,0,1,27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3,0
3912702,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0
3833375,0,0,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,0
3922733,0,1,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,0
3979933,0,0,0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2,0
3839306,1,0,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,1
3691929,0,0,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1
3694377,0,0,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,0
3669430,0,0,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0
3537407,0,0,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,0
3597426,0,0,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1
3327391,0,0,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0
4056559,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0
3388784,0,1,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,0
4156347,0,0,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1
3545058,1,0,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0
3425701,0,0,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0
3784179,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0
4076391,0,0,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,0
4043105,0,1,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2,0
3909735,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,1
3504820,0,0,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,0
3838807,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0
3668382,0,0,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3,0
4029704,0,0,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,0
4052209,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0
3973939,0,0,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0
3432689,0,0,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1
3839448,0,0,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0
3596232,0,0,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,1
